catalog_id,canonical_source_ids,integration_routes,integration_status,action_or_policy,legal_question_or_outcome,litigation_posture,source_family,source_entry_url,representative_case_url,official_action_url,preliminary_disposition,review_note,last_reviewed
TAC-IPT-263,SRC-0912,FED-003,awaiting-primary-verification-and-reader-placement,DHS reallocates Rail and Transit Security Grant Funds from New York based on alleged sanctuary status,Tracker marks this policy action as subject to litigation; case and final-posture normalization remains pending.,litigation identified; current or final posture not yet normalized,Immigration Policy Tracking Project,https://immpolicytracking.org/policies/state-of-new-york-sues-dhs-secretary-noem-to-prevent-recission-of-federal-funds-for-sanctuary-policies/,,,representative-source-development,"Selected as a representative, route-specific source-development episode; primary verification and reader-facing placement remain required.",2026-07-16
TAC-JS2-032,SRC-0951; SRC-0338,RIGHTS-001,awaiting-primary-verification-and-reader-placement,Compelled Political Speech in Government Agencies,"After a government shutdown began on Oct. 1, 2025, numerous federal agencies posted messages on their official websites, blaming the “Democrats” or the “Radical Left” for the shutdown. Many agencies also sent mass emails to their own employees which stated: “Unfortunately, Democrats are blocking this continuing resolution in the U.S. Senate due to unrelated policy demands.” On the day of the shutdown, many Department of Education (ED) employees discovered that the language in the out-of-office messages associated with their government email accounts had been changed to include the following phrase: “Unfortunately, Democrat Senators are blocking passage of H.R. 5371 in the Senate which has led to a lapse in appropriations.” The modified out-of-office messages are written in the first person, as if the individual employee is the person conveying the message. ED employees were unable to remove this statement from their auto-reply message, which will be received by any member of the public and external stakeholders who try to contact these employees. On Oct. 3, 2025, the American Federation of Government Employees filed suit against ED, alleging that the inclusion of this language in t",Government Action Blocked=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/71544779/american-federation-of-government-employees-v-us-department-of-education/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-033,SRC-0952; SRC-0338,RIGHTS-001,awaiting-primary-verification-and-reader-placement,Conditioning Agriculture Funds on State Transgender Athlete Policy (Sec. of Agriculture Letter to Maine Governor),"On Jan. 20, 2025, the administration issued Executive Order 14168, stating that there are only two sexes, male and female, and that they are determined by immutable biological factors at conception. On Feb. 5, the administration issued Executive Order 14201, directing the federal government to interpret and enforce Title IX under the sex definitions provided in Executive Order 14168, which would bar transgender women and girls from competing in women’s sports. On April 2, Maine received a letter from Secretary of Agriculture Brooke Rollins, stating that the United States Department of Agriculture (USDA) was freezing funds for certain technological functions in schools in Maine, as well as reviewing all research and education-related grants and funding. The letter stated that in order to continue to receive taxpayer dollars from USDA, Maine must demonstrate compliance with “Title IX’s protection of female student athletes from having to compete with or against males.” Despite commitments from Secretary Rollins that this freeze would not affect funding to feed schoolchildren, on April 3, Maine’s Child Nutrition Program was allegedly unable to access various federal funds. Plaintiff a",Case Closed=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/69853711/state-of-maine-v-united-states-department-of-agriculture/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-044,SRC-0966; SRC-0338,RIGHTS-001,awaiting-primary-verification-and-reader-placement,Department of Education “Dear Colleague Letter” Banning DEI-Related Programming (Dear Colleague Letter),"On Feb. 14, 2025, the Department of Education Office for Civil Rights published a Dear Colleague Letter announcing its intentions for enforcing the Supreme Court’s decision in Students for Fair Admissions v. Harvard, which bans race-based affirmative action. According to the complaint, the Letter threatened to withhold federal funding from schools with DEI programs, programs that teach about “systemic and structural racism,” or programs that otherwise factor race into educational environments. Plaintiffs, professional membership associations representing teachers and sociologists, allege that the Letter violates the First Amendment’s protections for freedom of speech and association, the Fifth Amendment’s Due Process protections, and the Administrative Procedure Act. They seek declaratory judgment that the Letter is unlawful and unconstitutional and a preliminary injunction against any steps taken to implement the Letter.",Case Closed=3; Case Closed in Favor of Plaintiff=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/69672728/american-federation-of-teachers-v-us-department-of-education/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-055,SRC-0978; SRC-0338,REG-001,awaiting-primary-verification-and-reader-placement,Dismantling National Endowment for the Humanities,"On April 2, 2025, nearly 1500 grantees on a list of open NEH grants were informed by email that their grants were being terminated as the NEH was “repurposing its funding allocations in a new direction in furtherance of the President’s agenda” pursuant to Executive Order (EO)14217 of Feb. 19, Commencing the Reduction of the Federal Bureaucracy. On April 3, 80% of NEH staff members were put on administrative leave. The NEH has also announced plans to use NEH funds for an arts project, “National Garden of American Heroes” (Garden Project). Three prominent humanities organizations—the American Council of Learned Societies (ACLS), the American Historical Association (AHA), and the Modern Language Association (MLA)— who collectively have thousands of individual and organizational members who rely on NEH to fund and support their projects in the humanities, filed suit against the NEH, its acting chairman Michael McDonald, and officials from the U.S. DOGE Service on May 1, 2025. The complaint alleges the actions taken to terminate grants, shut down divisions and programs, eliminate employees, and refuse to spend funds Congress has appropriated violate the Separation of Powers, the Impound",Government Action Blocked=2,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/70035052/american-council-of-learned-societies-v-mcdonald/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-056,SRC-0979; SRC-0338,REG-001,awaiting-primary-verification-and-reader-placement,Dismantling National Institute for Occupational Safety and Health (NIOSH),"The administration began massive staff cuts at the National Institution for Occupational Safety and Health (NIOSH), ending new and ongoing projects and investigations, ceasing long-provided services, and ending the certification process for safety gear. Plaintiffs represent many different unions and workers associations, which they allege will be negatively impacted by the closing of NIOSH and cessation of its services in worker safety and health research. Plaintiffs allege in their May 14, 2025 complaint that the administration’s actions to shut down NIOSH and its activities are in violation of the Administrative Procedure Act (APA) as ultra vires, contrary to law, procedurally improper, and arbitrary and capricious. Plaintiffs seek a declaration that the shutdown of NIOSH is unlawful, a permanent injunction enjoining the shutdown, an order to Defendants to resume all NIOSH activities, Plaintiffs’ costs and attorneys fees, and any other relief the court deems appropriate.",closed in favor of plaintiff; Case Closed in Favor of Plaintiff=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/70263918/national-nurses-united-v-robert-f-kennedy-jr/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-058,SRC-0981; SRC-0338,REG-001,awaiting-primary-verification-and-reader-placement,Dismantling of Head Start,"Following President Donald Trump’s Feb. 20, 2025 Executive Orders (EOs) banning “diversity, equity, inclusion, and accessibility” (DEIA), the “indoctrination of gender ideology,” and “supporting or providing services, either directly or indirectly, to removable or illegal aliens,” the U.S. Department of Health and Human Services (HHS) has taken steps to close down Head Start programming nationwide, including threatening funding consequences for agencies that “promote” or “take part” in DEI initiatives, requiring federal grant recipients to certify that they do not and will not operate programs that “advance or promote” DEI, and shuttering half of Head Start locations and laying off staff across the country. Plaintiffs, a coalition of state Head Start Associations from Washington, Illinois, Wisconsin, and Pennsylvania and non-profits Family Forward Oregon and Parent Voices Oakland, contend that the dismantling of Head Start programming has caused, and will cause, massive disruptions to education, disability and other support services, food security, and health and well-being for children nationally, and will likewise force parents and caregivers to miss work, lose jobs and education",Government Action Blocked=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/69962650/washington-state-association-of-head-start-and-early-childhood-education/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-063,SRC-0987; SRC-0338,CIV-001,awaiting-primary-verification-and-reader-placement,Display and Flying of Non-Agency Flags,"On or about Feb. 9, 2026, the federal government, through the National Park Service (NPS) and the U.S. Department of the Interior (DOI), removed the official Pride flag from the Stonewall National Monument in Greenwich Village in New York City. This monument is the first national monument in the United States dedicated to the LGBTQ+ rights movement, commemorating the Stonewall Uprising. The government claimed the removal was necessary to comply with NPS and DOI policies that purportedly prohibit flying flags other than the U.S. flag, DOI flags, and POW/MIA flags. Plaintiffs—the Gilbert Baker Foundation, Charles Beal, Village Preservation, and Equality New York— brought a case against Defendants DOI, NPS, and Superintendent of Manhattan Sites for NPS Amy Sebring, alleging these policies do not require the removal and explicitly permit flags providing historical context, such as the Pride flag. Plaintiffs argue the flag removal is an arbitrary and capricious action in violation of the APA, which is also contrary to the Presidential Proclamation establishing the Stonewall monument. Plaintiffs further argue that Defendants’ actions violate the procedural requirements of the National Hi",closed in favor of plaintiff; Case Closed in Favor of Plaintiff=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/72285959/gilbert-baker-foundation-v-us-department-of-interior/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-075,SRC-1001; SRC-0338,REG-001,awaiting-primary-verification-and-reader-placement,Federal Mediation and Conciliation Service (Executive Order 14238 - Continuing the Reduction of the Federal Bureaucracy),"On March 14, 2025, President Trump issued Executive Order (EO) 14238, “Continuing the Reduction of the Federal Bureaucracy,” which calls for the elimination of the Federal Mediation and Conciliation Service (FMCS) and instructs the agency to “reduce the performance of their statutory functions and associated personnel to the minimum presence and function required by law” while instructing the Office of Management and Budget (OMB) to reject funding requests from the FMCS. Following the promulgation of the EO and the promulgation of a plan imposing less drastic cuts by FMCS, employees from the Department of Government Efficiency (DOGE) terminated nearly all of FMCS’s staff. On April 14, a group of unions filed suit against the FMCS, the United States, the OMB and associated officials, arguing that the government is violating the separation of powers; acts in excess of statutory authority; and is arbitrary and capricious, and has unlawfully withheld required agency action, in violation of the Administrative Procedure Act. The plaintiffs seek to have the court find the EO unlawful as it applies to FMCS, issue a preliminary and permanent injunction and return the agency to its status pr",closed in favor of plaintiff; Case Closed in Favor of Plaintiff=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/69889765/american-federation-of-teachers-afl-cio-v-goldstein/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-108,SRC-1043; SRC-0338,FACT-001,awaiting-primary-verification-and-reader-placement,Noncompliance with the Federal Advisory Committee Act,"In March 2025, the U.S. Department of Energy (DOE) and the Environmental Protection Agency (EPA) established and utilized a Climate Working Group composed of individuals skeptical of mainstream climate science to produce a report that informed EPA’s proposed rescission of the 2009 determination that greenhouse gases threaten the public health and welfare of the American people (the “Endangerment Finding”). The group was formed and operated without public disclosure, and its report was published concurrently with EPA’s proposed rulemaking, which cited the report extensively. On August 12, the Environmental Defense Fund and the Union of Concerned Scientists filed a complaint challenging the administration’s conduct regarding the Climate Working Group. Plaintiffs allege that the formation and use of the Climate Working Group violated procedural and transparency requirements under federal law, depriving them and the public of access to meetings, records, and balanced representation. They claim these violations hinder their ability to participate in public comment processes and to advocate for science-based climate policy. Plaintiffs allege that the administration’s action violates the ",closed in favor of plaintiff; Case Closed in Favor of Plaintiff=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/71089266/environmental-defense-fund-inc-v-wright/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-116,SRC-1053; SRC-0338,FUND-001,awaiting-primary-verification-and-reader-placement,"Reduction of Indirect Cost Reimbursement Rate for Research Institutions (NIH Guidance) (DOE Rate Cap Policy, April 11, 2025)","The National Institutes of Health’s guidance imposes an across-the-board 15 percent reimbursement rate for “indirect costs” of medical research, which research institutions have historically negotiated on an individual basis. Plaintiffs, 22 state governments whose public research institutions will face hardship under the policy, allege that the policy violates the Administrative Procedure Act – including as an “arbitrary and capricious” change that failed to weigh reliance interests and that involves a reversal of fact-finding and as an action in excess the NIH’s statutory authority and in violation of Congress’s express directives in appropriating NIH funding. They seek declaratory judgment and a temporary restraining order and preliminary and permanent injunctions against implementing the policy in the plaintiff states. On Feb. 10, 2025, Judge Angel Kelley granted the plaintiffs emergency motion for a temporary restraining order and imposed a regular reporting requirement on the part of the administration to confirm compliance.",Government Action Blocked=5,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/69625055/commonwealth-of-massachusetts/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-117,SRC-1054; SRC-0338,FUND-001,awaiting-primary-verification-and-reader-placement,"Reduction of Indirect Cost Reimbursement Rate for State and Local Governments (DOE Policy Flash, May 8, 2025)","On May 8, 2025, the Department of Energy (DOE) issued a Policy Flash titled “2025-25 Adjusting Department of Energy Financial Assistance Policy for State and Local Governments’ Financial Assistance Awards.” The Policy Flash limits DOE grants to states by capping federal reimbursement of indirect costs and fringe benefit costs incurred in administering federally funded energy programs to 10% of the total award amount. Previously, awards provided for reimbursement of all allocable indirect costs. Nineteen states and the District of Columbia challenge the Policy Flash under the Administrative Procedure Act (APA). They argue that the Policy Flash is contrary to the regulatory framework, which permits federal awards be comprised of all allowable fringe costs and allocable indirect costs. The plaintiffs also argue that the Policy is arbitrary and capricious because it fails to provide reasoned explanation for change and fails to account for state reliance interests. The Plaintiffs seek declaratory and injunctive relief.",closed in favor of plaintiff; Case Closed in Favor of Plaintiff=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/71122126/state-of-new-york-v-united-states-department-of-energy/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-119,SRC-1057; SRC-1058; SRC-0338,FUND-001,awaiting-primary-verification-and-reader-placement,Regulating the Public Service Loan Forgiveness (PSLF) Program,"On Nov. 3, a coalition of cities, labor unions, and nonprofit organizations challenged the Department of Education’s rule allowing the Secretary of Education to exclude certain employers from participating in the Public Service Loan Forgiveness (PSLF) program if they engage in a list of activities that have a “substantial illegal purpose.” Plaintiffs argue the rule violates the Administrative Procedure Act (APA) because the Department is required to forgive loans from eligible borrowers under the Higher Education Act and cannot withhold cancellation based on any criteria. The Plaintiffs also argue that the Department violated the APA because it acted arbitrarily and capriciously by failing to respond to nearly 14,000 public comments warning that the rule would pose significant harm to public service employers.The nonprofit and labor Plaintiffs further raise constitutional claims, asserting that the rule violates the First Amendment by allowing viewpoint-based discrimination and, along with the cities and counties, contend that it violates the Due Process Clause by providing no clear notice or standards for exclusion.",Government Action Blocked=3,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/71865156/national-council-of-nonprofits-v-mcmahon/,https://www.federalregister.gov/documents/2025/10/31/2025-19729/william-d-ford-federal-direct-loan-direct-loan-program,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-JS2-128,SRC-1065; SRC-0338,FED-003,awaiting-primary-verification-and-reader-placement,Rescission of Approval for New York City Congestion Pricing Plan,"On Feb. 19, 2025, Secretary of Transportation Sean Duffy sent a letter to New York Governor Kathy Hochul saying that the Trump administration was rescinding authorization for New York’s congestion pricing plan. Plaintiffs allege that the action violates the Administrative Procedure Act’s ban on arbitrary and capricious decisions, the Fifth Amendment’s Due Process guarantees, and the National Environmental Policy Act, and exceeds executive authority. They seek declaratory relief and a court order vacating the decision to terminate the program.",Government Action Blocked=1,Just Security litigation tracker,https://www.justsecurity.org/107087/tracker-litigation-legal-challenges-trump-administration/,https://www.courtlistener.com/docket/69652290/metropolitan-transportation-authority-v-duffy/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-017,SRC-1116; SRC-0777,REC-001,awaiting-primary-verification-and-reader-placement,FOIA request concerning the plans for a White House ballroom,We sued the Department of Interior for failure to produce records requested in a FOIA request relating to the construction of a ballroom on White House property.,Win! The agency released the contract to us.,Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/public-citizen-v-national-park-service/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-018,SRC-1117; SRC-0777,REC-001,awaiting-primary-verification-and-reader-placement,FOIA request concerning EEOC letters to law firms,"We are suing the EEOC for failing to respond to a FOIA request seeking records related to letters sent to 20 law firms by EEOC on March 17, 2025","After we sued, the agency released more than 1,000 pages of records. We are challenging the withholding of other records.",Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/public-citizen-v-u-s-equal-employment-opportunity-commission-foia/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-020,SRC-1118; SRC-0777,REG-001,awaiting-primary-verification-and-reader-placement,Russell Vought's starving the CFPB of the funds needed to carry out its consumer-protection mission,"We are suing Russell Vought to challenge his refusal to request funding for the CFPB from the Federal Reserve, as required by statute.",Win! The judge granted judgment in our favor.,Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/rise-economy-v-vought/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-022,SRC-1120; SRC-0777,RIGHTS-001,awaiting-primary-verification-and-reader-placement,EEOC's decision not to investigate complaints of disparate-impact discrimination,We sued Trump's EEOC for its decision not to investigate complaints of disparate-impact discrimination.,"Judge dismissed the case, holding that the plaintiff lacked standing.",Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/cross-v-u-s-equal-employment-opportunity-commission-et-al/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-024,SRC-1121; SRC-0777,REG-001,awaiting-primary-verification-and-reader-placement,Changing employees' out-of-office emails to include language blaming “Democrat Senators” for the shutdown,We sued the Department of Education for violating its employees’ First Amendment rights by engaging in partisan political speech in their names and against their will,Win! Motion for summary judgment granted.,Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/afge-v-department-of-education/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-027,SRC-1124; SRC-0777,FUND-001,awaiting-primary-verification-and-reader-placement,Failure to maintain National Hunger Hotline,We are suing Trump's Department of Agriculture (USDA) for its failure to maintain a hotline and information clearinghouse for food assistance resources.,"Agency complied after we sued, ending the case.",Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/hunger-free-america-v-rollins/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-029,SRC-1126; SRC-0777,REG-001,awaiting-primary-verification-and-reader-placement,Shutdown of NIOSH's core functions,We are suing the Department of Health and Human Services shutting down the National Institute for Occupational Safety and Health’s core functions.,"After HHS restored the offices, we voluntarily dismissed the case.",Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/national-nurses-united-v-kennedy/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-035,SRC-1132; SRC-0777,FACT-001,awaiting-primary-verification-and-reader-placement,Removal of webpages related to environmental justice and climate change,We are suing the EPA for removing numerous interactive webpages related to environmental justice and climate change from publicly accessible government websites.,Court held that the clients lacked standing and dismissed the case.,Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/sierra-club-v-epa/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-041,SRC-1138; SRC-0777,CIV-009,awaiting-primary-verification-and-reader-placement,DOGE access to Dept. of Education data,We sued the Department of Education for allowing DOGE access to students' and borrowers' private information.,Case voluntarily dismissed.,Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/university-of-california-students-association-v-carter/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-043,SRC-1140; SRC-0777,FACT-001,awaiting-primary-verification-and-reader-placement,Removal of webpages with health data and information,We sued HHS for the removal of webpages with critical health information and datasets.,Case won!,Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/doctors-for-america-v-office-of-personnel-management-et-al/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-044,SRC-1141; SRC-0777,CIV-009,awaiting-primary-verification-and-reader-placement,DOGE access to Treasury Dept. payments system,We are suing the Treasury Department for allowing DOGE access to private information.,Case closed. The court ruled that that there was insufficient evidence of a policy of transferring data outside of Treasury to show that defendants had taken final agency action.,Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/alliance-for-retired-americans-afge-and-seiu-v-bessent/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-PCT2-045,SRC-1142; SRC-0777,CIV-009,awaiting-primary-verification-and-reader-placement,DOGE failure to comply with FACA,We sued Trump and his administration for DOGE's failure to comply with the Federal Advisory Committee Act (FACA).,Case voluntarily dismissed.,Public Citizen Trump Administration 2.0 Lawsuit Tracker,https://www.citizen.org/article/trump-administration-2-0-lawsuit-tracker/,https://www.citizen.org/litigation/public-citizen-sddf-and-afge-v-trump/,,representative-source-development,Strong official or litigation record retained for qualitative proposal placement.,2026-07-16
TAC-RAT2-005,SRC-1144; SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,"Minnesota Democrats Keith Ellison, State Tim Walz, Governor of Minnesota Jacob Frey, Mayor of Minneapolis Kaohly Her, Mayor of St. Paul e Attorney General Mary Moriarty, Hennepin County Attorney","JAN 16, 2026: The DOJ reportedly launched a criminal investigation into these Democratic elected officials for allegedly conspiring to impede federal agents JAN 20, 2026: DOJ reportedly served subpoenas on the five officials JUNE 17, 2026: A federal judge quashed the subpoenas POLITICAL INTERFERENCE Before the investigation even began, President Trump threatened Minnesota Democrats with a “[DAY OF RECKONING & RETRIBUTION]”(https://truthsocial.com/@realDonaldTrump/posts/115888070937502023) and Todd Blanche, the deputy attorney general, publicly accused Mayor Frey and Gov. Walz of “encouraging violence against law enforcement” and referred to their actions as “terrorism.” SELECTIVE ENFORCEMENT After the shooting of Renee Good by an ICE agent, Minneapolis became a symbol of pushing back on the administration’s immigration enforcement. Each of the subpoenaed individuals have been outspoken against the administration’s tactics. The Minnesota officials sued the administration to block the Department of Homeland Security from executing a planned surge of federal immigration officers to the Twin Cities. Federal investigators did not cooperate with local officials when investigating the shooting, prejudged Ms. Good’s actions, and ultimately decided to not investigate the shooter , Jonathan Ross, despite a longstanding practice of comprehensive DOJ reviews of death-resulting uses of force by law enforcement officers. JUDICIAL VALIDITY CONCERNS Rather than announcing charges against Jonathan Ross, the DOJ reportedly pushed internally for an investigation into Renee Good’s wife. Once this was announced internally, six Minnesota prosecutors resigned from their position. In the ruling quashing the subpoenas, Judge Schiltz wrote that “[i]nitiating a criminal investigation in order to ",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,https://storage.courtlistener.com/recap/gov.uscourts.mnd.234490/gov.uscourts.mnd.234490.1.0.pdf,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-006,SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Former Military and Intelligence Community Lawmakers Rep. Jason Crow Rep. Maggie Goodlander Rep. Chrissy Houlahan Sen. Elissa Slotkin Rep. Chris Deluzio,"JAN 13, 2026: Sen. Elissa Slotkin announced she was being investigated by federal prosecutors for her participation in a video urging members of the military to disobey illegal orders JAN 14, 2026: Rep. Jason Crow, Rep. Maggie Goodlander and Rep. Chrissy Houlahan announced they were also under investigation for their participation in the same video FEB 10, 2026: A grand jury refused to indict the lawmakers FEB 24, 2026: U.S. Attorney Jeanine Pirro dropped the investigation into the former military lawmakers POLITICAL INTERFERENCE In addition to Senator Kelly, these five Democratic members of Congress who had either served in the military or worked in the intelligence community appeared in a video . The video advises military members that they are not required to follow unlawful orders. President Trump responded to the video by suggesting that the people in it had engaged in “sedition” and that they should be jailed or possibly executed. “Each one of these traitors to our Country should be ARRESTED AND PUT ON TRIAL. Their words cannot be allowed to stand,” Trump wrote. He also re-posted a call to “Hang them.” Defense Secretary Hegseth called the video “despicable, reckless, and false,” and referred to the lawmakers as “the Seditious Six.” SELECTIVE ENFORCEMENT Military Justice experts have advised that retired servicemembers are not typically recalled to face punishment for actions committed after their retirement. Furthermore, their comments mirror information active duty soldiers are given in training. Back to Index",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
TAC-RAT2-007,SRC-0771,RET-001,awaiting-primary-verification-and-reader-placement,Jerome Powell Former Chair of the Federal Reserve,"NOV 2025: Jeanine Pirro approved a criminal investigation into Powell and his involvement with and official statements about the central bank’s renovation of its headquarters JAN 11, 2026: The U.S. attorney’s office in DC publicly opened a criminal investigation into Mr. Powell MAR 13, 2026: Judge Boasberg quashed the subpoenas issued to the Federal Reserve, which were related to the investigation into Powell APR 3, 2026: Judge Boasberg denied the government’s motion for reconsideration and reaffirmed his decision to quash the subpoenas APR 24, 2026: U.S. Attorney Jeanine Pirro dropped the investigation into Powell POLITICAL INTERFERENCE President Trump has made many public statements about Jerome Powell, saying that he has “mental problems” and that he would love to “fire his ass” for refusing to heed the president’s demand to lower interest rates. However, the president does not have the power to fire a member of the board of an independent federal agency except “for cause.” SELECTIVE ENFORCEMENT Since taking office, Trump has repeatedly attempted to target leaders of independent agencies who he disagrees with, including leaders at the Federal Trade Commission, National Labor Relations Board, and Lisa Cook of the Federal Reserve Board. JUDICIAL VALIDITY CONCERNS Top bipartisan leaders are speaking out against the investigation into Powell, with one saying that it “could undermine this and future administrations’ ability to make sound monetary policy decisions.” Republican Senator Dave McCormick stated that “the Federal Reserve renovation may well have wasted taxpayer dollars, but the proper place to fix this is through Congressional oversight.” Thom Tillis , Republican member of the Senate Banking Committee even went as far to say “if there were any remaining doubt wh",tracker status: Failed,Protect Democracy Retaliatory Actions Tracker,https://protectdemocracy.org/work/retaliatory-action-tracker/,,,representative-source-development,Completed tracker episode retained for primary-record verification and placement.,2026-07-16
